Trial_ID,Total_Score,1_Knee_Flexion_IC_L,1_Knee_Flexion_IC_R,1_Knee_Flexion_IC_T,2_Hip_Flexion_IC_L,2_Hip_Flexion_IC_R,2_Hip_Flexion_IC_T,3_Trunk_Flexion_IC_T,4_Ankle_Plantar_Flexion_IC_L,4_Ankle_Plantar_Flexion_IC_R,4_Ankle_Plantar_Flexion_IC_T,5_Asymmetrical_Timing,6_Asymmetrical_HeelToe_ToeHeel,7_Lateral_Trunk_Flexion_IC_L,7_Lateral_Trunk_Flexion_IC_R,7_Lateral_Trunk_Flexion_IC_T,8_Medial_Knee_IC_L,8_Medial_Knee_IC_R,8_Medial_Knee_IC_T,9_Stance_Wide_IC_L,9_Stance_Wide_IC_R,9_Stance_Wide_IC_T,10_Stance_Narrow_IC_L,10_Stance_Narrow_IC_R,10_Stance_Narrow_IC_T,11_IR_Foot_IC_L,11_IR_Foot_IC_R,11_IR_Foot_IC_T,12_ER_Foot_IC_L,12_ER_Foot_IC_R,12_ER_Foot_IC_T,13_Knee_Flexion_Displacement_L,13_Knee_Flexion_Displacement_R,13_Knee_Flexion_Displacement_T,14_Hip_Flexion_Displacement_L,14_Hip_Flexion_Displacement_R,14_Hip_Flexion_Displacement_T,15_Trunk_Flexion_Max_T,16_Medial_Knee_Max_L,16_Medial_Knee_Max_R,16_Medial_Knee_Max_T,17_Asymmetrical_Load_T,18_Joint_Displacement_T,19_Overall_Impression_T,1_Knee_Flexion_IC_L_deg,1_Knee_Flexion_IC_R_deg,2_Hip_Flexion_IC_L_deg,2_Hip_Flexion_IC_R_deg,3_Trunk_Flexion_IC_deg,7_Lateral_Trunk_Flexion_IC_deg,8_Medial_Knee_IC_L_deg,8_Medial_Knee_IC_R_deg,9_Stance_Hip_abd_IC_L_deg,9_Stance_Hip_abd_IC_R_deg,11_IR_Foot_IC_L_deg,11_IR_Foot_IC_R_deg,12_ER_Foot_IC_L_deg,12_ER_Foot_IC_R_deg,13_Knee_Flexion_Displacement_L_deg,13_Knee_Flexion_Displacement_R_deg,14_Hip_Flexion_Displacement_L_deg,14_Hip_Flexion_Displacement_R_deg,15_Trunk_Flexion_Max_deg,16_Medial_Knee_Max_L_deg,16_Medial_Knee_Max_R_deg,17_Asymmetrical_Load_L_deg,17_Asymmetrical_Load_R_deg
s5_less_bw_t1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.398839856774995,18.35350932246452,45.79142059693359,41.107261513879216,-11.937849472903055,0.5861193695828647,-5.749779416858821,-12.567047004420724,-4.919856581932767,-10.349245705204815,-13.263612934544977,-9.158543586464036,-13.263612934544977,-9.158543586464036,110.33484290914586,109.21665714948978,98.44570699967316,98.1836337771635,-33.78791226982084,6.097815914051598,6.150332868992918,-5.857151261010904,-8.527944867336348
s5_less_bw_t2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,28.841345638595367,20.35579641055326,45.09127054899572,39.10388682717658,-11.554256093832322,0.935400265340344,-9.60597593756252,-3.593925888905637,-6.130735213438872,-9.468991865148777,-4.25667686720368,-14.769766349954418,-4.25667686720368,-14.769766349954418,107.49332728939235,108.07914256589352,100.2707440691736,100.0692459809272,-31.650559492630105,4.178356763750565,9.639248204447636,-4.85267428287474,-3.4629425708860064
s5_less_bw_t3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,24.273566960392447,20.0533691326299,46.79801329183703,43.02025852802955,-14.404807938927556,-1.9307344899005807,-1.2852648541421403,-11.87389788821673,-9.83955228150013,-9.036506245426231,-3.9593270565235663,-5.034184849048193,-3.9593270565235663,-5.034184849048193,107.69561653369796,107.695637632872,101.19395414751904,98.30376619414552,-34.794579473234414,7.103361169445603,10.273586442483674,-3.711667860887017,-7.306881270981113
s5_less_bw_t4,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,2,2,29.90365464731026,19.077613703807238,49.90826626654353,43.98685548785487,-20.81412650955748,1.097177518891833,-6.699241670625663,-5.605021288390812,-6.087108781235446,-8.08203379178559,-11.99399021289328,-6.7146422919078335,-11.99399021289328,-6.7146422919078335,108.2749496798594,109.86920015699148,110.17495833819255,110.3881452590002,-27.59935990803665,0.5428506687970502,9.18669446444225,-4.2986419881571365,-8.160008646651923
s5_less_bw_t5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,32.82388190559061,20.04085799260231,48.22024947193499,41.97573099162165,-17.584295191958873,0.5913831696002221,-8.626386624597297,-3.769749958953525,-4.853298440300561,-10.2879268275361,-8.773930447078309,-9.229466371188195,-8.773930447078309,-9.229466371188195,119.92509580979436,120.84717961185028,115.6098851863634,114.95425860345772,-29.571108631014088,7.098366917069591,12.142322921252108,-4.332342819512676,-11.822226570504393
s5_less_vest_t1,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,22.39983258253135,10.12239500100161,37.4376644674937,29.685883825886886,-15.369866650753975,-0.8568993713141668,-6.564536597768126,-8.626187962520092,-8.797393316286138,-4.960882093075625,-4.300842322314503,-6.534894308009476,-4.300842322314503,-6.534894308009476,112.79482162432458,115.16310649789268,112.7716390692475,111.34637224198512,-31.2324698152272,5.108386935390011,7.013271478321084,-11.63417508786446,-10.8884871008881
s5_less_vest_t2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,20.475641473842234,15.1635027181917,43.84075157297209,37.88168235826454,-15.170475763881168,1.3251371442569015,-6.861244129013091,-2.0715429179448805,-7.140139314216789,-8.260434528589604,-3.332562438719657,-7.5841825107553476,-3.332562438719657,-7.5841825107553476,109.8841840681706,112.1153629123868,109.61876347207468,106.2313152944573,-29.760173205406616,6.060210330815661,8.741175609329616,-3.870606670639287,-11.489836463572306
s5_less_vest_t3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,26.107245571575977,14.991687857810192,46.36174789998676,40.08267180446405,-16.862736224424935,3.059857797319764,-3.664000756858596,-4.540507446960877,-5.087686413933828,-8.806200176435151,-6.007925721818009,-7.525821208926391,-6.007925721818009,-7.525821208926391,110.55353178036368,112.84127449543809,109.1469998961604,109.94229079436866,-35.873287588349825,10.073467482508248,5.979581038228912,-3.902361256852005,-4.9362578016731335
s5_less_vest_t4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,16.540574244213175,10.07031173286284,37.37062466284959,32.585217853236344,-13.358644591218486,0.9366656533984824,-9.301896484050824,-8.501219819852217,-6.640203818442724,-9.294497830638678,-7.596230513809972,-6.262294877045854,-7.596230513809972,-6.262294877045854,117.36090540693957,117.09982162098672,118.46071790370628,115.79065971341176,-30.969008987635878,4.999726502432596,13.503049234366022,-8.724556999864328,-14.648289418308051
s5_less_vest_t6,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,2,2,24.00048958154079,14.479841525025677,43.37372243529808,38.73860110472654,-22.718590116045903,0.2037051501304438,-7.9973190859190355,-8.082798528019618,-3.722413093361063,-10.020069060296102,-7.344720019197653,-5.795527179957688,-7.344720019197653,-5.795527179957688,108.0572514350472,107.59005241315242,114.61449842728167,112.86375119053773,-32.34266669846535,6.93728437029475,7.219635247821124,-2.5392809776066128,-4.92827484790917
