time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,lumbar_extension,lumbar_bending,lumbar_rotation
2.4958333,-2.376067466088054,-1.947301061451791,3.4249222078652295,-0.024578961829190293,0.9063896805896524,-0.010613662634625539,35.88041869068233,-1.2767705843587858,-3.6925729241222687,37.97231075341938,0.6627418455095511,-13.298895089193156,-24.39027057362828,-7.499999870001521,-18.379897023415356,-1.8345300121876786,-3.6304274929711617
2.5,-2.3801285141324966,-2.096048014912573,3.36434491931879,-0.02096126632944353,0.8945713817876961,-0.012568410350248907,37.406498739783835,-1.1633659943592154,-3.301698939213106,41.36608860674836,0.7219744435324493,-10.13863458560487,-24.985627334413035,-7.499999870001532,-18.822460202528937,-1.5395633384714673,-3.5661953452258732
2.5041667,-2.391476223529371,-2.2352406256424735,3.296257313205484,-0.017392413713887445,0.8827723945395051,-0.014501753604177934,38.938930406653455,-1.0609210286829427,-2.916815476131679,44.74107339279189,0.7808790406358934,-7.021715637307384,-25.5425545580407,-7.499999870001543,-19.26170880581949,-1.2483830283017598,-3.499329686436855
2.5083333,-2.417451105653181,-2.356237802451218,3.214154901200292,-0.013919294213949485,0.8710105906682817,-0.016392104896893127,40.48428677824002,-0.9793584457526967,-2.5434309093355827,48.07968922719294,0.8391488797518284,-3.988810511616107,-26.025768245945617,-7.499999870001557,-19.694502941192138,-0.964593806034121,-3.42694778426331
2.5125,-2.465506010070022,-2.452103815557623,3.113427870480847,-0.010585161246734757,0.8593013835947534,-0.01821775064523292,42.04952672901047,-0.9266826418569434,-2.186119317159649,51.366559447436,0.8965155874774874,-1.0756363016894523,-26.4059069762322,-7.499999870001575,-20.118032194579314,-0.6914499748278106,-3.3458059850129858
2.5166667,-2.543250643094716,-2.518178220020196,2.9920303996190434,-0.007428333152931766,0.8476574452670883,-0.01995729635262464,43.64203164487412,-0.9083833719644784,-1.8481482463926804,54.58907472451898,0.9527590894956608,1.6886639029152966,-26.661617678212618,-7.499999870001592,-20.529939694727105,-0.431711515053301,-3.252413755696957
2.5208333,-2.6584323606098508,-2.552360814088639,2.8508549431407664,-0.004481220635616292,0.8360892915367096,-0.02159053017456407,45.26943291437635,-0.9272068734538623,-1.5312533412714995,57.737467087126895,1.0077089025408135,4.282350978950554,-26.78071784389531,-7.499999870001607,-20.928420307926935,-0.18753382918683625,-3.143386914295302
2.525,-2.8187835395847802,-2.555094586885039,2.69377022083522,-0.00176951329231809,0.8246066559444825,-0.02309961430367085,46.939162439845575,-0.9833094278034059,-1.2356156538007343,60.804427807369585,1.061237465247073,6.691174230867352,-26.760331836707298,-7.49999987000161,-21.312309605505227,0.039602870121509634,-3.01597201924912
2.5291667,-3.03167229878034,-2.5290755693784757,2.527318954148536,0.0006886081935457512,0.8132203473871199,-0.02447041795264034,48.65770832205443,-1.0747336887816135,-0.9600563836887739,63.784415979774785,1.113248070574582,8.907874823039714,-26.606050523968495,-7.499999870001603,-21.681185298012405,0.2489212655101857,-2.868610844859679
2.5333333,-3.303529410319424,-2.4787562785944113,2.360107952591386,0.00288322894695744,0.8019441210104801,-0.025693756021772058,50.429633892958016,-1.1980818799796373,-0.7024083660015207,66.67287243468198,1.163661146009034,10.931325759813916,-26.330309865748646,-7.499999870001585,-22.03550054886274,0.44033188239724724,-2.7013873533132426
