time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,lumbar_extension,lumbar_bending,lumbar_rotation
1.5708333,-2.324653178547713,0.30502488460324273,3.1096402050899936,-0.11100824486076194,0.9625528293913871,-0.12728174977874848,34.91327062385929,-9.122322912951105,-0.440172878118052,32.500463680633786,0.567240103885072,-10.84269339627237,-16.167991282071743,-7.499999870001461,-29.82802518897522,3.765430122072842,-1.3830917138588192
1.575,-2.5519261969952893,0.37933031879756063,2.7827627866772757,-0.10426884313511621,0.9488878718457878,-0.1239324415853691,36.525478483579974,-8.521413612923054,0.6286169591032745,35.845403658261425,0.6256203189346927,-7.1191416070153934,-17.031440582321967,-7.499999870001472,-29.93385554626441,3.34033029538038,-1.6389323147848127
1.5791667,-2.7723130651385457,0.4510312443855742,2.4551664783526417,-0.09767236291210447,0.935348204634111,-0.12076485582261089,38.14027532084504,-7.934319051605751,1.6812103567060743,39.18085635362817,0.6838349497101602,-3.472273262517929,-17.86661659632259,-7.499999870001482,-30.051427732747186,2.9254473029110217,-1.8827546420141428
1.5833333,-2.9785071026713745,0.5176331240259439,2.126723227665971,-0.09135552864035527,0.9220561435602801,-0.11794281579798328,39.758245869296935,-7.374171426656152,2.7016560283981885,42.49604482995069,0.7416959032161198,0.025752936259780486,-18.64657324334763,-7.499999870001493,-30.193549608558246,2.5307215309852706,-2.1032630744866796
1.5875,-3.162516836137095,0.5768505988082918,1.7983748392166594,-0.08544359933770579,0.9091277580440333,-0.11559698233176491,41.37637252320429,-6.852801219530113,3.674575340383506,45.77781057130924,0.7989735200533651,3.3113702803413942,-19.346955486141898,-7.4999998700015,-30.37503215608036,2.1655558800359507,-2.29055120658988
1.5916667,-3.3156181380386314,0.6267367791889228,1.472465529414215,-0.08004600517726274,0.8966696232018851,-0.11381415631372949,42.987010748110734,-6.380185358177382,4.585645662895207,49.00995237928911,0.8553850359864907,6.332853667296733,-19.947262191688413,-7.4999998700015,-30.613158481566593,1.8384819510219355,-2.4367375586090523
1.5958333,-3.428581348837191,0.6658402210346344,1.152861603850124,-0.07525297573093134,0.8847753488402459,-0.11263245121547874,44.57765020741265,-5.964044817331735,5.422230288250029,52.17314747671991,0.9105932049433606,9.052519248391276,-20.4319621689373,-7.499999870001489,-30.927591406240246,1.5567785466487443,-2.5364960922749025
1.6,-3.4921636777226617,0.6933858914527784,0.8448303126079223,-0.07113300083818488,0.873521842420818,-0.11204244063049908,46.131519886615195,-5.609654620392156,6.174083643242886,55.24554177240145,0.9642166010779654,11.447801900103354,-20.79129544304085,-7.499999870001468,-31.339658807985384,1.326066475015122,-2.5874175671496267
1.6041667,-3.4978077905406773,0.7094590602272309,0.5546814221929712,-0.06773106534420384,0.8629654877439498,-0.11199325619095668,47.62896877267851,-5.319892714378235,6.834009067260931,58.203989615420326,1.015851256565901,13.511271940505301,-21.021588525844894,-7.49999987000144,-31.87105166413067,1.1499175752598778,-2.5901539348320317
1.6083333,-3.4384537616857314,0.7151549861860068,0.28921263047150225,-0.065067703817137,0.8531386749102311,-0.11240190627339347,49.049435653724316,-5.095501991486027,7.398329941336268,61.025804348174674,1.0651012145197674,15.249737679083195,-21.12497633218573,-7.499999870001408,-32.542063652586386,1.0295220266506613,-2.5483328564119097
